time,mono_out,pilot_38k,st_diff_raw
126020,      -1729,    -117011,     630129
126030,      -1729,     -71072,     709908
126040,      -1729,     -15535,     561744
126050,      -1729,      33352,     331345
126060,      -1980,      63937,      73851
126070,      -1980,      71124,    -161321
126080,      -1980,      55610,    -310132
126090,      -1980,      22916,    -348328
126100,      -1980,     -17420,    -278159
126110,      -1980,     -53743,    -116729
126120,      -1980,     -75598,      90111
126130,      -1980,     -77115,     293749
126140,      -1769,     -58790,     454178
126150,      -1769,     -26973,     502979
126160,      -1769,       8298,     395913
126170,      -1769,      36138,     180381
126180,      -1769,      47856,     -53840
126190,      -1769,      39633,    -223640
126200,      -1769,      13693,    -283538
126210,      -1769,     -22526,    -230058
126220,      -1735,     -58556,     -80353
126230,      -1735,     -83730,     136167
126240,      -1735,     -90209,     373809
126250,      -1735,     -75542,     559453
126260,      -1735,     -43719,     617896
126270,      -1735,      -4073,     522007
126280,      -1735,      31691,     307996
126290,      -1735,      53114,      29501
126300,      -1511,      53881,    -226387
126310,      -1511,      33329,    -358261
126320,      -1511,      -3335,    -338020
126330,      -1511,     -46147,    -201146
126340,      -1511,     -83010,      20361
126350,      -1511,    -103443,     295719
126360,      -1511,    -102122,     576530
126370,      -1511,     -80593,     771377
126380,      -1723,     -46293,     796830
126390,      -1723,      -9406,     626799
126400,      -1723,      20816,     346655
126410,      -1723,      38706,      64978
126420,      -1723,      43042,    -130995
126430,      -1723,      36293,    -234882
126440,      -1723,      22893,    -271661
126450,      -1723,       7280,    -244092
126460,       -464,      -7593,    -156406
126470,       -464,     -20787,     -46844
126480,       -464,     -32795,      43311
126490,       -464,     -44280,     106533
126500,       -464,     -55009,     170380
126510,       -464,     -63682,     251280
126520,       -464,     -68494,     331611
126530,       -464,     -67857,     389305
126540,      -1463,     -60926,     417452
126550,      -1463,     -47860,     422648
126560,      -1463,     -29832,     383821
126570,      -1463,      -8775,     304125
126580,      -1463,      13018,     187702
126590,      -1463,      33310,      53652
126600,      -1463,      50161,     -75350
126610,      -1463,      61775,    -179692
126620,       -759,      65970,    -247181
126630,       -759,      59787,    -277204
126640,       -759,      40066,    -259693
126650,       -759,       5513,    -186543
126660,       -759,     -40576,     -90149
126670,       -759,     -89127,      -9637
126680,       -759,    -127297,      72315
126690,       -759,    -143135,     194878
126700,       -516,    -130762,     340121
126710,       -516,     -93542,     434716
126720,       -516,     -43271,     444003
126730,       -516,       4924,     358821
126740,       -516,      39355,     187704
126750,       -516,      55736,     -23731
126760,       -516,      55553,    -189473
126770,       -516,      40932,    -207051
126780,       -922,      11650,     -89298
126790,       -922,     -32049,      12991
126800,       -922,     -83730,       8885
126810,       -922,    -129082,      14428
126820,       -922,    -151608,     179806
126830,       -922,    -142005,     411700
126840,       -922,    -104131,     502349
126850,       -922,     -52858,     394951
126860,      -1312,      -5314,     248124
126870,      -1312,      27773,     133641
126880,      -1312,      44829,      16123
126890,      -1312,      49930,     -94955
126900,      -1312,      46991,    -139172
126910,      -1312,      35923,    -100007
126920,      -1312,      13155,     -22395
126930,      -1312,     -23812,      25959
126940,      -1640,     -71015,      14169
126950,      -1640,    -116394,     -12976
126960,      -1640,    -144301,      29612
126970,      -1640,    -143832,     166861
126980,      -1640,    -115100,     336796
126990,      -1640,     -68756,     444699
127000,      -1640,     -19447,     431962
127010,      -1640,      21413,     283014
127020,      -1174,      48834,      82953
127030,      -1174,      62983,     -90797
127040,      -1174,      66077,    -213888
127050,      -1174,      60011,    -293696
127060,      -1174,      45645,    -324642
127070,      -1174,      23443,    -293843
127080,      -1174,      -5323,    -203263
127090,      -1174,     -37520,    -100915
127100,      -1293,     -67944,      24093
127110,      -1293,     -90310,     188625
127120,      -1293,     -99102,     348876
127130,      -1293,     -91406,     450227
127140,      -1293,     -67957,     509930
127150,      -1293,     -33088,     529958
127160,      -1293,       6283,     437406
127170,      -1293,      42170,     217624
127180,       -637,      66888,     -40828
127190,       -637,      74144,    -265293
127200,       -637,      60258,    -386893
127210,       -637,      25823,    -372169
127220,       -637,     -22788,    -262511
127230,       -637,     -73626,    -109547
127240,       -637,    -112259,     101811
127250,       -637,    -126863,     344618
127260,       -158,    -112745,     530708
127270,       -158,     -74061,     605944
127280,       -158,     -21973,     530804
127290,       -158,      29756,     343255
127300,       -158,      69356,     100015
127310,       -158,      89354,    -131026
127320,       -158,      85911,    -265639
127330,       -158,      57346,    -232984
127340,       -863,       5016,     -81213
127350,       -863,     -63099,      32481
127360,       -863,    -130296,       6201
127370,       -863,    -175426,     -47386
127380,       -863,    -183167,      99503
127390,       -863,    -153269,     428114
127400,       -863,    -100998,     654142
127410,       -863,     -47718,     561587
127420,        555,      -8623,     301810
127430,        555,      13247,      99816
127440,        555,      23258,      13532
127450,        555,      26609,     -18784
127460,        555,      23097,     -31640
127470,        555,       9111,     -25076
127480,        555,     -16251,      -5572
127490,        555,     -47092,       4137
127500,       -395,     -72264,     -10459
127510,       -395,     -81446,      -8462
127520,       -395,     -71441,      62313
127530,       -395,     -48384,     159949
127540,       -395,     -24058,     191648
127550,       -395,      -8488,     137403
127560,       -395,      -4059,      61695
127570,       -395,      -5790,      18368
127580,       -430,      -7681,       7051
127590,       -430,      -9573,       6802
127600,       -430,     -17897,       1927
127610,       -430,     -38988,      -7704
127620,       -430,     -70829,     -30901
127630,       -430,    -101267,     -72570
127640,       -430,    -115251,     -68893
127650,       -430,    -105369,      80301
127660,       -194,     -76850,     291166
127670,       -194,     -43254,     358707
127680,       -194,     -17057,     233101
127690,       -194,      -2803,      80847
127700,       -194,       2813,      13192
127710,       -194,       5509,       2198
127720,       -194,       7754,      -4338
127730,       -194,       7207,     -11739
127740,       -439,       -218,     -11919
127750,       -439,     -15586,        738
127760,       -439,     -34465,       -396
127770,       -439,     -48903,     -33836
127780,       -439,     -52660,     -23695
127790,       -439,     -45490,      80231
127800,       -439,     -32840,     170065
127810,       -439,     -21415,     142556
127820,        695,     -14546,      45924
127830,        695,     -10884,     -17149
127840,        695,      -6972,     -26053
127850,        695,      -1100,      -8971
127860,        695,       4999,       6999
127870,        695,       7765,       1904
127880,        695,       4807,      -2046
127890,        695,      -3178,      15219
127900,        367,     -12630,      16786
127910,        367,     -19374,      -9997
127920,        367,     -21513,     -11853
127930,        367,     -20554,      34320
127940,        367,     -19639,      65673
127950,        367,     -20586,      39963
127960,        367,     -22323,      -8535
127970,        367,     -21820,     -43183
127980,        214,     -16722,     -40265
127990,        214,      -7673,       1896
128000,        214,       1716,      30520
128010,        214,       7204,      12378
128020,        214,       6560,        930
128030,        214,        839,      20605
128040,        214,      -6547,      23017
128050,        214,     -12619,       1678
128060,        -24,     -17186,       5536
128070,        -24,     -22352,      39040
128080,        -24,     -29600,      55183
128090,        -24,     -37319,      28005
128100,        -24,     -41129,     -33647
128110,        -24,     -36980,     -85098
128120,        -24,     -24848,     -60489
128130,        -24,      -9767,       6030
128140,       -773,       1200,      21790
128150,       -773,       3641,      -2280
128160,       -773,      -1638,       2581
128170,       -773,      -9739,      12099
128180,       -773,     -15466,      -4588
128190,       -773,     -17126,      -8199
128200,       -773,     -17492,      23229
128210,       -773,     -21063,      46728
128220,         52,     -29726,      39442
128230,         52,     -40264,      15776
128240,         52,     -45986,     -15415
128250,         52,     -41751,     -26935
128260,         52,     -28699,       4266
128270,         52,     -14535,      30497
128280,         52,      -8605,       7511
128290,         52,     -15409,     -18609
128300,       -596,     -31328,     -23488
128310,       -596,     -46959,     -44076
128320,       -596,     -53436,     -41088
128330,       -596,     -48035,      46867
128340,       -596,     -34961,     144287
128350,       -596,     -21269,     143870
128360,       -596,     -11560,      70638
128370,       -596,      -5552,      14082
128380,        368,       -189,       2720
128390,        368,       6012,       5215
128400,        368,      10499,        372
128410,        368,       8300,     -13199
128420,        368,      -3776,     -13493
128430,        368,     -23766,       1629
128440,        368,     -44514,      -4212
128450,        368,     -57342,     -14924
128460,        554,     -57410,      42688
128470,        554,     -46977,     145090
128480,        554,     -33798,     188656
128490,        554,     -25442,     154831
128500,        554,     -23790,      93934
128510,        554,     -24484,      49592
128520,        554,     -22077,      21280
128530,        554,     -15830,      -3611
128540,       -318,     -10302,     -16278
128550,       -318,     -10521,     -13836
128560,       -318,     -16896,      -8381
128570,       -318,     -24558,      -7491
128580,       -318,     -27254,     -14372
128590,       -318,     -22271,     -25854
128600,       -318,     -12791,     -32684
128610,       -318,      -6287,     -17095
128620,        666,      -9804,       3185
128630,        666,     -24704,       8558
128640,        666,     -44589,      17808
128650,        666,     -59010,      27816
128660,        666,     -61031,     -20989
128670,        666,     -52472,    -124129
128680,        666,     -41991,    -186550
128690,        666,     -37482,    -162438
128700,        300,     -39471,    -105306
128710,        300,     -41436,     -62226
128720,        300,     -36693,     -31338
128730,        300,     -25238,       1133
128740,        300,     -14086,      24939
128750,        300,     -11203,      26692
128760,        300,     -18959,      14663
128770,        300,     -32408,       9616
128780,        363,     -42898,      13719
128790,        363,     -43790,      27344
128800,        363,     -34576,      39253
128810,        363,     -21081,      20269
128820,        363,     -11606,     -22320
128830,        363,     -11259,     -42471
128840,        363,     -18487,     -32994
128850,        363,     -26840,     -27235
128860,      -1161,     -30591,     -14335
128870,      -1161,     -29013,      34519
128880,      -1161,     -25503,      72832
128890,      -1161,     -23117,      50829
128900,      -1161,     -21273,      -1744
128910,      -1161,     -16579,     -40026
128920,      -1161,      -6694,     -41653
128930,      -1161,       6461,     -10573
128940,      -1245,      17020,       6654
128950,      -1245,      18460,      -9004
128960,      -1245,       7221,      -2344
128970,      -1245,     -15107,      32990
128980,      -1245,     -41560,      18828
128990,      -1245,     -62222,     -22218
129000,      -1245,     -68938,      40707
129010,      -1245,     -59500,     189157
129020,        152,     -38289,     267067
129030,        152,     -13038,     229865
129040,        152,       9728,     135394
129050,        152,      26996,      43544
129060,        152,      37718,     -34922
129070,        152,      39790,    -111174
129080,        152,      29387,    -163617
129090,        152,       3753,    -154070
129100,       -774,     -34793,     -84316
129110,       -774,     -77035,      -7356
129120,       -774,    -109311,      69382
129130,       -774,    -119567,     225688
129140,       -774,    -103561,     437244
129150,       -774,     -67166,     541671
129160,       -774,     -23176,     465417
129170,       -774,      15398,     294048
129180,        162,      40950,      97773
129190,        162,      51868,     -57638
129200,        162,      48706,    -108814
129210,        162,      31045,     -62809
129220,        162,      -1113,        856
129230,        162,     -43149,      14582
129240,        162,     -83954,       -270
129250,        162,    -109522,      13062
129260,         17,    -110336,      50749
129270,         17,     -87482,      68130
129280,         17,     -52761,      73593
129290,         17,     -22049,     100296
129300,         17,      -6015,     107582
129310,         17,      -4689,      58696
129320,         17,      -9987,      14591
129330,         17,     -14022,       5334
129340,        340,     -15890,      -6408
129350,        340,     -21052,     -28852
129360,        340,     -34385,     -39012
129370,        340,     -53621,     -37643
129380,        340,     -69227,     -25017
129390,        340,     -71185,       2042
129400,        340,     -57469,      14534
129410,        340,     -37234,       9106
129420,       1654,     -25431,      31596
129430,       1654,     -32234,      61959
129440,       1654,     -55192,      74852
129450,       1654,     -80473,     107625
129460,       1654,     -92607,     119654
129470,       1654,     -85120,      -8016
129480,       1654,     -63705,    -223650
129490,       1654,     -40139,    -294097
129500,        761,     -22831,    -197586
129510,        761,     -11993,     -82003
129520,        761,      -2896,     -28294
129530,        761,       6463,     -14090
129540,        761,      10926,      -4186
129550,        761,       1583,      11013
129560,        761,     -25985,      17861
129570,        761,     -66089,       2317
129580,       1215,    -104509,     -41668
129590,       1215,    -125648,    -154122
129600,       1215,    -120216,    -359250
129610,       1215,     -89133,    -553392
129620,       1215,     -42139,    -612468
129630,       1215,       7487,    -496760
129640,       1215,      48815,    -253493
129650,       1215,      76259,      46179
129660,        977,      88194,     297418
129670,        977,      83350,     430520
129680,        977,      59156,     439850
129690,        977,      14242,     358144
129700,        977,     -46957,     210512
129710,        977,    -111774,      43101
129720,        977,    -161940,    -126564
129730,        977,    -180710,    -330520
129740,       1044,    -160750,    -590828
129750,       1044,    -107967,    -807195
129760,       1044,     -38642,    -768115
129770,       1044,      28127,    -502616
129780,       1044,      77613,    -170267
129790,       1044,     102098,     118193
129800,       1044,      98870,     286273
129810,       1044,      67531,     256740
129820,       1718,      10714,     120690
129830,       1718,     -62307,      35084
129840,       1718,    -134065,       8820
129850,       1718,    -183282,    -111411
129860,       1718,    -193789,    -376011
129870,       1718,    -162414,    -657059
129880,       1718,    -100454,    -809410
129890,       1718,     -27670,    -755606
129900,        770,      36968,    -505802
129910,        770,      81676,    -143890
129920,        770,     102430,     195742
129930,        770,      99522,     418589
129940,        770,      74230,     469637
129950,        770,      28639,     375345
129960,        770,     -31724,     244654
129970,        770,     -95643,      95649
129980,       1991,    -147521,    -122652
129990,       1991,    -172554,    -422361
130000,       1991,    -163066,    -717725
130010,       1991,    -122072,    -917536
130020,       1991,     -61692,    -913903
130030,       1991,       2531,    -720869
130040,       1991,      57571,    -377322
130050,       1991,      95725,      15569
130060,       1526,     113725,     333900
130070,       1526,     110207,     492086
130080,       1526,      84330,     502655
130090,       1526,      36855,     417150
130100,       1526,     -27233,     283543
130110,       1526,     -97037,     110852
130120,       1526,    -157129,     -83269
130130,       1526,    -192240,    -354413
130140,       1603,    -193065,    -704779
130150,       1603,    -159904,    -985418
130160,       1603,    -102197,   -1058276
130170,       1603,     -34538,    -940373
130180,       1603,      28568,    -661886
130190,       1603,      76690,    -245241
130200,       1603,     104706,     207927
130210,       1603,     111608,     539151
130220,       1477,      98484,     702982
130230,       1477,      67338,     735806
130240,       1477,      21362,     619468
130250,       1477,     -33760,     394361
130260,       1477,     -88941,     120161
130270,       1477,    -132685,    -193890
130280,       1477,    -154183,    -510890
130290,       1477,    -147021,    -731323
130300,       1589,    -111688,    -851470
130310,       1589,     -55753,    -894905
130320,       1589,       8466,    -747568
130330,       1589,      67441,    -366370
130340,       1589,     109285,      50490
130350,       1589,     125187,     363615
130360,       1589,     110084,     553255
130370,       1589,      63619,     577156
130380,       1814,      -8148,     404322
130390,       1814,     -91305,     178555
130400,       1814,    -165493,     -23259
130410,       1814,    -209689,    -355323
130420,       1814,    -210284,    -799183
130430,       1814,    -166889,   -1116635
130440,       1814,     -92570,   -1220428
130450,       1814,      -8395,   -1091624
130460,        837,      64566,    -655675
130470,        837,     111208,     -60217
130480,        837,     124112,     447674
130490,        837,     102688,     721440
130500,        837,      52287,     745762
130510,        837,     -15987,     594567
130520,        837,     -86037,     301211
130530,        837,    -139698,     -93003
130540,       1255,    -161938,    -519499
130550,       1255,    -146219,    -901626
130560,       1255,     -97013,   -1087231
130570,       1255,     -27973,    -976983
130580,       1255,      43134,    -623195
130590,       1255,      99888,    -173220
130600,       1255,     130537,     253664
130610,       1255,     128498,     528704
130620,        480,      91847,     560518
130630,        480,      24193,     395156
130640,        480,     -63160,     205220
130650,        480,    -150683,      50063
130660,        480,    -214752,    -162958
130670,        480,    -236220,    -502522
130680,        480,    -209145,    -871592
130690,        480,    -144110,   -1081907
130700,       -190,     -63422,   -1043479
130710,       -190,       9313,    -771073
130720,       -190,      58973,    -351732
130730,       -190,      82402,      51949
130740,       -190,      84559,     312660
130750,       -190,      71281,     375395
130760,       -190,      44557,     273495
130770,       -190,       3706,     118267
130780,       1453,     -49122,      22670
130790,       1453,    -104395,        557
130800,       1453,    -146292,     -21731
130810,       1453,    -159850,     -95016
130820,       1453,    -139737,    -196866
130830,       1453,     -94253,    -256947
130840,       1453,     -40989,    -286571
130850,       1453,       3061,    -246034
130860,       1892,      29444,    -127851
130870,       1892,      38741,       9072
130880,       1892,      34904,      59204
130890,       1892,      19982,      22397
130900,       1892,      -5784,     -17078
130910,       1892,     -39725,     -12411
130920,       1892,     -73802,      -2260
130930,       1892,     -96677,     -71304
130940,       1582,     -99599,    -219461
130950,       1582,     -81563,    -343185
130960,       1582,     -49932,    -380111
130970,       1582,     -16325,    -344891
130980,       1582,       9113,    -240786
130990,       1582,      21563,     -86392
131000,       1582,      22244,      51162
131010,       1582,      16673,     132578
131020,       1483,      11682,     151906
131030,       1483,      12431,     123028
131040,       1483,      20573,      89668
131050,       1483,      34063,      94640
131060,       1483,      48060,     147928
131070,       1483,      56080,     223239
131080,       1483,      51231,     301079
131090,       1483,      28116,     352964
131100,       1819,     -14460,     324946
131110,       1819,     -71161,     172485
131120,       1819,    -129993,     -81324
131130,       1819,    -175262,    -364562
131140,       1819,    -192789,    -653012
131150,       1819,    -175256,    -976436
131160,       1819,    -125287,   -1279299
131170,       1819,     -54715,   -1347623
131180,       1962,      19699,   -1021261
131190,       1962,      81796,    -430240
131200,       1962,     120063,     137969
131210,       1962,     128860,     508189
131220,       1962,     107665,     701852
131230,       1962,      60275,     726473
131240,       1962,      -4968,     565661
131250,       1962,     -74894,     278948
131260,       1030,    -133303,     -20785
131270,       1030,    -165625,    -323200
131280,       1030,    -164428,    -664563
131290,       1030,    -132502,    -957035
131300,       1030,     -81710,   -1040521
131310,       1030,     -28226,    -849100
131320,       1030,      13482,    -523216
131330,       1030,      35316,    -179390
131340,       1337,      37185,      84973
131350,       1337,      25519,     222035
131360,       1337,       9814,     242247
131370,       1337,      -1139,     173623
131380,       1337,      -1952,      68180
131390,       1337,       8171,      -7831
131400,       1337,      25468,     -13123
131410,       1337,      42561,      53845
131420,       1197,      50269,     159448
131430,       1197,      40408,     237161
131440,       1197,       9296,     241870
131450,       1197,     -39313,     173667
131460,       1197,     -93878,      38264
131470,       1197,    -138263,    -156792
131480,       1197,    -157500,    -374229
131490,       1197,    -143877,    -587213
131500,       1920,    -100531,    -754893
131510,       1920,     -40327,    -763083
131520,       1920,      19780,    -556553
131530,       1920,      65517,    -230266
131540,       1920,      88991,     112189
131550,       1920,      87761,     331679
131560,       1920,      61845,     313728
131570,       1920,      13129,     143982
131580,       1587,     -51545,      29654
131590,       1587,    -117717,       8192
131600,       1587,    -165962,     -94030
131610,       1587,    -179907,    -364647
131620,       1587,    -154618,    -645372
131630,       1587,     -99530,    -740360
131640,       1587,     -33803,    -664526
131650,       1587,      22620,    -463048
131660,       1559,      56460,    -172482
131670,       1559,      63889,     121449
131680,       1559,      49514,     314499
131690,       1559,      23519,     379403
131700,       1559,      -2043,     316908
131710,       1559,     -17217,     160544
131720,       1559,     -17223,     -14794
131730,       1559,      -3538,    -130221
131740,        579,      17213,    -133411
131750,        579,      35605,     -27192
131760,        579,      41954,     128408
131770,        579,      29016,     252294
131780,        579,      -5010,     277002
131790,        579,     -54264,     172565
131800,        579,    -105700,     -27100
131810,        579,    -143159,    -288914
131820,       1080,    -153629,    -622020
131830,       1080,    -132455,    -958355
131840,       1080,     -84657,   -1100158
131850,       1080,     -22176,    -911534
131860,       1080,      40661,    -519351
131870,       1080,      90943,    -116684
131880,       1080,     119189,     197229
131890,       1080,     119897,     454537
131900,       1599,      91599,     619340
131910,       1599,      37327,     575482
131920,       1599,     -34345,     334193
131930,       1599,    -108778,      85006
131940,       1599,    -167385,     -50646
131950,       1599,    -193454,    -208740
131960,       1599,    -179416,    -595656
131970,       1599,    -130731,   -1057952
131980,       1690,     -63213,   -1166730
131990,       1690,       4473,    -812346
132000,       1690,      58094,    -317547
132010,       1690,      90748,      17193
132020,       1690,     100924,     198790
132030,       1690,      88894,     344736
132040,       1690,      55389,     432080
132050,       1690,       3611,     367729
132060,       1774,     -58041,     175037
132070,       1774,    -115902,       6851
132080,       1774,    -154809,     -78617
132090,       1774,    -163953,    -258290
132100,       1774,    -141541,    -643425
132110,       1774,     -95465,    -987401
132120,       1774,     -39600,    -956508
132130,       1774,      12131,    -584444
132140,       1875,      50696,    -190653
132150,       1875,      73420,      48085
132160,       1875,      81853,     219270
132170,       1875,      78462,     405387
132180,       1875,      64812,     533723
132190,       1875,      41720,     510003
132200,       1875,      10221,     347794
132210,       1875,     -27291,     168346
132220,       1906,     -66045,      37590
132230,       1906,     -98808,    -118652
132240,       1906,    -117485,    -335966
132250,       1906,    -115894,    -539488
132260,       1906,     -92429,    -690913
132270,       1906,     -51395,    -731355
132280,       1906,      -2352,    -613697
132290,       1906,      42221,    -352287
132300,       1741,      70192,     -16696
132310,       1741,      73211,     312163
132320,       1741,      49347,     524863
132330,       1741,       4003,     529063
132340,       1741,     -50934,     340272
132350,       1741,     -99581,      27024
132360,       1741,    -126344,    -355046
132370,       1741,    -121372,    -744719
132380,       1635,     -84839,   -1025682
132390,       1635,     -27416,   -1045056
132400,       1635,      33559,    -747561
132410,       1635,      80016,    -239435
132420,       1635,      98365,     275550
132430,       1635,      82563,     569567
132440,       1635,      35463,     558874
132450,       1635,     -31132,     387739
132460,        821,     -98724,     166128
132470,        821,    -147559,    -171470
132480,        821,    -163706,    -640646
132490,        821,    -144373,   -1024412
132500,        821,     -98595,   -1084872
132510,        821,     -42865,    -858766
132520,        821,       5738,    -555560
132530,        821,      35338,    -253549
132540,       1852,      42020,      36153
132550,       1852,      29659,     225900
132560,       1852,       7576,     268862
132570,       1852,     -13159,     183688
132580,       1852,     -23542,      43820
132590,       1852,     -19214,     -73737
132600,       1852,      -1198,    -138149
132610,       1852,      24945,    -119938
132620,        943,      50700,      -7183
132630,        943,      66336,     131667
132640,        943,      63074,     236170
132650,        943,      35926,     293329
132660,        943,     -13568,     258455
132670,        943,     -76050,     119039
132680,        943,    -135653,     -36994
132690,        943,    -174577,    -238474
132700,       1159,    -179846,    -605670
132710,       1159,    -148861,    -960856
132720,       1159,     -90406,   -1047990
132730,       1159,     -20628,    -896801
132740,       1159,      43651,    -574573
132750,       1159,      90385,    -135452
132760,       1159,     113641,     269195
132770,       1159,     111486,     503031
132780,       1522,      83867,     569647
132790,       1522,      32981,     502775
132800,       1522,     -34376,     327933
132810,       1522,    -105117,     108283
132820,       1522,    -161648,    -105143
132830,       1522,    -187680,    -364933
132840,       1522,    -175165,    -691582
132850,       1522,    -128011,    -918789
132860,       1709,     -60247,    -923209
132870,       1709,      10097,    -685059
132880,       1709,      67749,    -315885
132890,       1709,     103774,      50297
132900,       1709,     114812,     314199
132910,       1709,     100368,     442356
132920,       1709,      61575,     423705
132930,       1709,       2659,     300221
132940,       2083,     -66712,     149006
132950,       2083,    -131312,       6408
132960,       2083,    -174232,    -201374
132970,       2083,    -183291,    -525377
132980,       2083,    -156212,    -843426
132990,       2083,    -101470,    -988591
133000,       2083,     -34432,    -908898
133010,       2083,      28801,    -633792
133020,       1220,      76403,    -227608
133030,       1220,     102503,     195363
133040,       1220,     105966,     514228
133050,       1220,      88430,     665268
133060,       1220,      53326,     655561
133070,       1220,       6015,     538697
133080,       1220,     -45888,     330891
133090,       1220,     -93059,      38351
133100,       1142,    -126202,    -295046
133110,       1142,    -138471,    -601703
133120,       1142,    -127542,    -829557
133130,       1142,     -96350,    -941982
133140,       1142,     -52171,    -905125
133150,       1142,      -4479,    -715192
133160,       1142,      37454,    -394085
133170,       1142,      66374,     -32937
133180,        921,      77871,     258447
133190,        921,      70341,     429551
133200,        921,      44773,     480610
133210,        921,       5117,     395187
133220,        921,     -41009,     216388
133230,        921,     -82858,      21612
133240,        921,    -109470,    -175530
133250,        921,    -113600,    -386779
133260,        572,     -94138,    -541898
133270,        572,     -56046,    -548586
133280,        572,      -8496,    -389239
133290,        572,      37836,    -184777
133300,        572,      73371,     -25995
133310,        572,      91265,     139668
133320,        572,      87535,     311038
133330,        572,      60448,     336004
133340,        941,      11288,     146433
133350,        941,     -52693,     -54604
133360,        941,    -116343,     -22709
133370,        941,    -160344,      33036
133380,        941,    -170243,    -238026
133390,        941,    -144350,    -632921
133400,        941,     -94522,    -744980
133410,        941,     -39368,    -554846
133420,       -214,       5642,    -288828
133430,       -214,      34171,    -102919
133440,       -214,      47260,      15763
133450,       -214,      47272,     109554
133460,       -214,      34233,     155579
133470,       -214,       7528,     123535
133480,       -214,     -29613,      39849
133490,       -214,     -67794,       -699
133500,       1300,     -94287,       3961
133510,       1300,     -99537,     -84213
133520,       1300,     -82550,    -273930
133530,       1300,     -51179,    -379583
133540,       1300,     -17288,    -303517
133550,       1300,       9819,    -148889
133560,       1300,      27028,     -36113
133570,       1300,      35186,      14920
133580,       1768,      33572,      32095
133590,       1768,      17488,      29035
133600,       1768,     -17625,       8163
133610,       1768,     -68968,     -10025
133620,       1768,    -123050,      19879
133630,       1768,    -160366,      51658
133640,       1768,    -165619,     -85919
133650,       1768,    -136209,    -417516
133660,       2058,     -83087,    -677680
133670,       2058,     -24027,    -647924
133680,       2058,      25472,    -407322
133690,       2058,      57703,    -113683
133700,       2058,      72057,     114499
133710,       2058,      70463,     255662
133720,       2058,      53961,     334670
133730,       2058,      23297,     344264
133740,       1505,     -18046,     257052
133750,       1505,     -61955,     101219
133760,       1505,     -97241,     -77877
133770,       1505,    -114036,    -312196
133780,       1505,    -108281,    -581927
133790,       1505,     -83567,    -742237
133800,       1505,     -49386,    -722755
133810,       1505,     -16842,    -575911
133820,       2031,       5877,    -357518
133830,       2031,      15955,    -126118
133840,       2031,      15635,      43974
133850,       2031,      10249,     116655
133860,       2031,       5895,     111490
133870,       2031,       7240,      74645
133880,       2031,      15602,      44793
133890,       2031,      27923,      57071
133900,       2143,      37341,     123627
133910,       2143,      35515,     214167
133920,       2143,      16092,     264377
133930,       2143,     -21877,     223009
133940,       2143,     -72004,      90957
133950,       2143,    -121295,    -121136
133960,       2143,    -154018,    -425696
133970,       2143,    -157654,    -795051
133980,       2185,    -128295,   -1100688
133990,       2185,     -72674,   -1195800
134000,       2185,      -5729,   -1003809
134010,       2185,      54906,    -561237
134020,       2185,      94498,     -42442
134030,       2185,     104571,     390186
134040,       2185,      83897,     659917
134050,       2185,      38183,     698807
134060,       1572,     -20919,     521898
134070,       1572,     -78031,     228053
134080,       1572,    -118081,    -127455
134090,       1572,    -131245,    -509640
134100,       1572,    -116439,    -841212
134110,       1572,     -81459,   -1016124
134120,       1572,     -39641,    -929693
134130,       1572,      -4658,    -632899
134140,       2167,      14314,    -295876
134150,       2167,      15288,     -34017
134160,       2167,       3256,     103930
134170,       2167,     -12483,     111390
134180,       2167,     -22204,      24200
134190,       2167,     -19512,     -97170
134200,       2167,      -3699,    -178673
134210,       2167,      19968,    -156802
134220,       2015,      41981,     -28213
134230,       2015,      51748,     141238
134240,       2015,      41281,     277263
134250,       2015,       8320,     331561
134260,       2015,     -41983,     253934
134270,       2015,     -97507,      48636
134280,       2015,    -142172,    -240911
134290,       2015,    -161219,    -581710
134300,       1632,    -146902,    -897322
134310,       1632,    -101853,   -1082089
134320,       1632,     -38302,   -1086272
134330,       1632,      26374,    -824970
134340,       1632,      75455,    -317563
134350,       1632,      97381,     204037
134360,       1632,      87906,     519047
134370,       1632,      50489,     603305
134380,       1877,      -4485,     523916
134390,       1877,     -61909,     309590
134400,       1877,    -105837,     -29061
134410,       1877,    -124372,    -420607
134420,       1877,    -113675,    -739516
134430,       1877,     -79014,    -877163
134440,       1877,     -32239,    -814153
134450,       1877,      12810,    -559889
134460,       1993,      44651,    -222210
134470,       1993,      56820,      82151
134480,       1993,      48691,     272092
134490,       1993,      24820,     337035
134500,       1993,      -6831,     286963
134510,       1993,     -37317,     146835
134520,       1993,     -59108,     -41087
134530,       1993,     -67785,    -228166
134540,       1414,     -62703,    -354129
134550,       1414,     -46744,    -396251
134560,       1414,     -25437,    -375178
134570,       1414,      -5461,    -297948
134580,       1414,       7260,    -172545
134590,       1414,       9279,     -37262
134600,       1414,        620,      48239
134610,       1414,     -15254,      58374
134620,       1795,     -32449,       3804
134630,       1795,     -44372,     -96828
134640,       1795,     -45696,    -218397
134650,       1795,     -34114,    -307441
134660,       1795,     -11420,    -316972
134670,       1795,      16583,    -242696
134680,       1795,      41533,     -80888
134690,       1795,      54882,     110251
134700,       2064,      50370,     258486
134710,       2064,      26045,     336366
134720,       2064,     -14555,     302367
134730,       2064,     -62456,     139152
134740,       2064,    -104988,     -68810
